"","Barrier","Solution","For high-intensity activities (e.g. running)","If activity was planned alone","If activity was planned outside","If activity was planned with other people","For low-intensity activities (e.g. walking)","If material is required","Other Context","Other Activity","Implementation","Other Profile","No Condition"
"864","NooneToJoin(Desired)","Set suitable clothing ready to use",1,0,3,1,1,2,0,0,0,0,0
"865","NooneToJoin(Desired)","Shorten the duration of the activity",1,3,1,2,0,0,0,0,0,0,0
"866","NooneToJoin(Desired)","Take medication to help with the symptoms",0,1,0,0,0,0,0,0,0,0,0
"867","NooneToJoin(Desired)","Take pictures during the activity",0,1,3,1,0,0,0,0,1,0,0
"868","NooneToJoin(Desired)","Tell myself that you can do this, and think about why",1,2,1,2,0,0,0,0,3,0,0
"869","NooneToJoin(Desired)","Think about how I will feel tonight if I haven't managed to do this",1,3,2,1,0,0,0,0,0,0,0
"870","NooneToJoin(Desired)","Think about situations where I achieved similar goals",0,0,0,1,0,0,0,0,0,1,0
"871","NooneToJoin(Desired)","Use positive selftalk",3,3,2,3,2,1,0,0,0,0,0
"872","NooneToJoin(Desired)","Watch something during the activity",0,2,0,1,1,0,0,0,1,0,0
"873","NooneToJoin(Req)","Change what I am going to do",1,0,1,7,2,2,1,0,0,0,0
"874","NooneToJoin(Req)","Combine being active with something else I want to do",2,3,2,2,3,2,0,0,0,0,1
"875","NooneToJoin(Req)","Confirm that the gym / court / ... will be available",0,0,0,0,2,3,0,0,0,0,0
"876","NooneToJoin(Req)","Do it at a different time today",2,1,1,9,3,1,2,0,0,0,0
"877","NooneToJoin(Req)","Do the activity alone",1,2,0,5,1,1,0,0,0,0,0
"878","NooneToJoin(Req)","Learn about the consequences this will have on my mental health",3,0,1,2,2,1,0,0,0,0,0
"879","NooneToJoin(Req)","Look up inspirational content, such as videos or posts, online",3,1,2,2,1,1,0,0,0,0,0
"880","NooneToJoin(Req)","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",1,1,2,3,2,3,0,0,0,0,0
"881","NooneToJoin(Req)","Set an alarm",2,1,1,3,1,1,0,0,0,0,0
"882","NooneToJoin(Req)","Start my day early enough to have time for the activity",3,0,1,2,2,1,1,0,0,0,0
"883","NotFitStrong","Adjust the intensity of the activity according to your needs",6,2,2,2,2,1,0,0,0,0,0
"884","NotFitStrong","Ask other people if they want to join",4,0,4,3,3,0,0,0,0,1,1
"885","NotFitStrong","Change the intensity of the activity",3,1,1,2,2,1,0,0,0,0,0
"886","NotFitStrong","Change what I am going to do",7,3,1,2,2,2,0,0,0,0,0
"887","NotFitStrong","Deal with my symptoms without medication, e.g. by massaging affected areas or using heat/cold",4,2,2,2,3,2,0,0,0,0,0
"888","NotFitStrong","Divide the activity into shorter parts",6,1,0,1,1,1,0,1,0,0,0
"889","NotFitStrong","Learn about health benefits of doing the behaviour",1,2,2,0,1,0,0,0,0,1,0
"890","NotFitStrong","Learn about the consequences this will have on my health",1,0,0,1,1,1,2,0,0,0,0
"891","NotFitStrong","Learn about the risks of not doing the behaviour",1,1,0,1,0,1,0,0,1,0,0
"892","NotFitStrong","Look up inspirational content, such as videos or posts, online",1,0,1,1,0,1,0,0,0,0,0
"893","NotFitStrong","Make a commitment to myself to really do this!",2,1,0,1,0,1,2,0,0,0,0
"894","NotFitStrong","Make sure to be visible",1,0,2,1,1,0,0,0,0,0,0
"895","NotFitStrong","Put on music or a podcast",3,2,2,0,2,0,0,0,0,0,0
"896","NotFitStrong","Remind myself of the positive effects doing this will have on my physical health",3,2,2,2,2,1,0,0,0,1,0
"897","NotFitStrong","Remind myself of the positive effects this will have on me",3,2,1,2,3,1,0,0,0,1,0
"898","NotFitStrong","Remind myself of the positive social effects doing this will have",1,0,0,2,1,1,0,0,0,0,0
"899","NotFitStrong","Shorten the duration of the activity",7,1,0,1,1,1,0,1,0,0,0
"900","NotFitStrong","Take away distractions",1,1,0,1,0,1,0,0,0,0,0
"901","NotFitStrong","Take breaks whenever needed",4,2,1,1,1,0,0,0,0,0,0
"902","NotFitStrong","Think about how I will feel tonight if I haven't managed to do this",2,0,0,2,2,1,0,0,2,0,0
"903","Pain ","Adjust the intensity of the activity according to your needs",4,3,2,2,2,0,0,0,0,0,0
"904","Pain ","Call someone while doing the activity",0,3,1,0,0,0,0,0,0,0,0
"905","Pain ","Change the intensity of the activity",7,5,5,0,2,0,0,0,0,0,0
"906","Pain ","Change what I am going to do",3,5,1,2,1,1,0,0,0,0,0
"907","Pain ","Combine being active with something else I want to do",0,3,0,0,0,2,0,2,0,0,0
"908","Pain ","Deal with my symptoms without medication, e.g. by massaging affected areas or using heat/cold",2,1,0,0,3,1,0,0,0,3,0
"909","Pain ","Divide the activity into shorter parts",3,4,1,3,1,1,0,0,0,2,0
"910","Pain ","Do it indoors instead",0,3,9,0,0,3,0,0,0,0,0
"911","Pain ","Find social support in a pet",0,2,3,2,1,0,0,0,0,0,0
"912","Pain ","Find someone to demonstrate the behaviour for you online, for example in a video",2,0,1,1,0,0,0,0,0,0,0
"913","Pain ","Find someone to help me with those practical barriers",1,2,2,4,1,0,0,0,0,0,0
"914","Pain ","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",3,5,2,7,1,1,0,0,0,1,0
"915","Pain ","Keep my goal in mind",1,3,0,1,0,1,0,0,0,1,0
"916","Pain ","Learn about health benefits of doing the behaviour",3,3,2,3,3,2,0,0,0,1,0
"917","Pain ","Learn about the consequences this will have on my health",5,5,3,4,5,2,0,0,0,1,0
"918","Pain ","Learn about the risks of not doing the behaviour",4,3,2,4,4,2,0,0,0,2,0
"919","Pain ","Look up inspirational content, such as videos or posts, online",0,1,0,1,2,1,0,0,0,1,1
"920","Pain ","Make a commitment to myself to do this no matter what comes in my way!",1,4,0,0,0,1,0,0,0,0,0
"921","Pain ","Make a commitment to myself to really do this!",1,1,1,2,0,0,0,0,0,1,0
"922","Pain ","Make my goal public",1,1,0,2,1,0,0,0,0,0,1
"923","Pain ","Make sure to warm up sufficiently before the activity",4,2,4,0,1,0,0,0,0,0,0
"924","Pain ","Provide a positive consequence or reward for doing the activity",1,3,0,1,0,1,0,0,0,1,0
"925","Pain ","Put a visible reminder, like a postit, somewhere where I will see it",2,3,2,4,2,3,0,0,0,1,0
"926","Pain ","Put on music or a podcast",1,2,0,0,0,0,0,0,0,0,0
"927","Pain ","Put the material I will need within my sight as a visible reminder",1,1,1,1,0,6,0,0,0,0,0
"928","Pain ","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",1,2,2,1,0,0,0,0,0,0,0
"929","Pain ","Remind myself of the positive effects doing this will have on my mental health",0,1,0,0,0,2,0,0,0,1,0
"930","Pain ","Remind myself of the positive effects doing this will have on my physical health",3,5,3,4,5,3,0,0,0,1,0
"931","Pain ","Remind myself of the positive effects this will have on me",2,2,0,1,0,0,0,0,0,1,0
"932","Pain ","Set my material or equipment ready to use",1,0,2,0,1,5,0,0,0,0,0
"933","Pain ","Set suitable clothing ready to use",1,3,4,0,1,2,0,0,0,0,0
"934","Pain ","Shorten the duration of the activity",8,6,4,2,1,0,0,1,0,1,0
"935","Pain ","Take breaks whenever needed",7,3,4,4,2,2,0,0,0,0,0
"936","Pain ","Take medication to help with the symptoms",6,4,3,4,4,3,0,1,0,2,0
"937","Pain ","Take pictures during the activity",0,0,4,2,1,0,0,0,0,0,0
"938","Pain ","Tell myself that you can do this, and think about why",0,3,0,1,0,1,0,0,0,1,0
"939","Pain ","Think about how I will feel tonight if I haven't managed to do this",3,4,2,3,2,1,0,0,0,1,0
"940","Pain ","Think about situations where I achieved similar goals",0,3,2,2,0,1,0,0,0,1,0
"941","Pain ","Use positive selftalk",1,3,1,1,1,2,0,0,0,1,0
"942","Pain ","Watch something during the activity",0,3,1,0,1,1,1,0,0,0,0
"943","PainActivity","Adjust the intensity of the activity according to your needs",5,3,1,1,2,1,0,0,0,0,0
"944","PainActivity","Ask other people if they want to join",1,8,1,3,2,0,0,0,0,2,0
"945","PainActivity","Ask someone to remind you of your activity",3,7,1,1,0,0,0,0,0,0,0
"946","PainActivity","Call someone while doing the activity",2,4,1,1,3,0,0,0,0,0,0
"947","PainActivity","Change the intensity of the activity",11,4,0,0,3,1,0,0,0,0,0
"948","PainActivity","Change what I am going to do",3,1,0,2,2,0,0,1,0,0,0
"949","PainActivity","Combine being active with something else I want to do",2,3,1,1,1,0,0,0,0,0,0
"950","PainActivity","Consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this",2,0,0,0,0,2,0,0,0,0,0
"951","PainActivity","Deal with my symptoms without medication, e.g. by massaging affected areas or using heat/cold",4,1,1,1,1,1,0,0,0,1,0
"952","PainActivity","Divide the activity into shorter parts",9,7,2,3,3,1,0,0,0,0,0
"953","PainActivity","Do it at a different time today",4,5,2,3,1,2,0,0,0,0,0
"954","PainActivity","Do the activity alone",2,5,1,4,0,1,0,0,0,0,0
"955","PainActivity","Find social support in a pet",1,3,1,2,2,0,0,0,0,0,0
"956","PainActivity","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",5,3,1,3,2,1,0,0,0,0,0
"957","PainActivity","Keep my goal in mind",4,4,2,4,2,2,0,0,0,0,0
"958","PainActivity","Learn about health benefits of doing the behaviour",2,1,1,0,2,1,0,0,0,0,0
"959","PainActivity","Learn about the consequences this will have on my health",4,4,2,4,1,3,0,0,0,0,0
"960","PainActivity","Learn about the consequences this will have on my mental health",3,5,2,2,2,1,0,0,0,2,0
"961","PainActivity","Learn about the risks of not doing the behaviour",2,1,2,1,2,1,0,0,0,0,2
"962","PainActivity","Make a commitment to myself to do this no matter what comes in my way!",4,5,3,4,3,2,0,0,1,0,0
"963","PainActivity","Make a commitment to myself to really do this!",3,4,2,1,2,0,0,0,0,0,0
"964","PainActivity","Make my goal public",0,1,0,3,0,0,0,0,0,0,1
"965","PainActivity","Make sure to eat well before and after, and time your meals appropriately",0,0,0,0,0,0,0,0,0,2,0
"966","PainActivity","Make sure to get enough sleep before the activity",1,0,0,0,1,0,0,0,1,0,0
"967","PainActivity","Make sure to warm up sufficiently before the activity",5,6,4,5,5,2,0,0,0,0,0
"968","PainActivity","Plan how to get there",1,3,7,2,1,0,0,0,0,0,0
"969","PainActivity","Provide a positive consequence or reward for doing the activity",2,2,1,1,1,1,0,0,0,0,0
"970","PainActivity","Put on music or a podcast",3,2,1,1,1,2,0,0,0,0,0
"971","PainActivity","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",2,3,1,1,2,2,0,0,0,0,0
"972","PainActivity","Remind myself of the positive effects doing this will have on my physical health",3,6,2,4,2,1,0,0,0,0,0
"973","PainActivity","Remind myself of the positive effects this will have on me",5,6,5,4,4,2,0,0,0,0,0
"974","PainActivity","Remind myself of the positive social effects doing this will have",2,1,0,4,0,1,0,0,0,1,0
"975","PainActivity","Set my material or equipment ready to use",2,3,2,3,1,4,0,0,0,0,0
"976","PainActivity","Set suitable clothing ready to use",0,0,1,0,0,0,0,0,1,0,0
"977","PainActivity","Shorten the duration of the activity",4,2,1,3,1,1,0,0,0,2,0
"978","PainActivity","Take breaks whenever needed",4,1,2,1,1,1,0,0,0,0,0
"979","PainActivity","Take medication to help with the symptoms",5,2,3,3,3,4,0,0,0,0,0
"980","PainActivity","Take pictures during the activity",1,2,1,2,0,0,0,0,0,0,0
"981","PainActivity","Tell myself that you can do this, and think about why",4,5,3,3,1,1,0,0,0,0,0
"982","PainActivity","Watch something during the activity",2,2,1,2,2,1,0,1,0,0,0
"983","PainFromActivity","Adjust the intensity of the activity according to your needs",2,0,0,0,1,0,0,0,0,1,0
"984","PainFromActivity","Call someone while doing the activity",0,1,2,1,0,0,0,0,0,0,0
"985","PainFromActivity","Change the intensity of the activity",8,2,1,1,2,1,0,0,0,2,0
"986","PainFromActivity","Change what I am going to do",6,4,5,6,3,2,0,0,0,0,1
"987","PainFromActivity","Combine being active with something else I want to do",1,5,1,0,1,1,0,0,0,0,0
"988","PainFromActivity","Consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this",0,0,0,0,1,0,0,0,1,0,1
"989","PainFromActivity","Deal with my symptoms without medication, e.g. by massaging affected areas or using heat/cold",3,3,1,3,3,2,0,0,0,0,0
"990","PainFromActivity","Divide the activity into shorter parts",3,3,1,3,1,0,0,0,0,0,0
"991","PainFromActivity","Do it somewhere else",4,2,7,2,2,2,0,0,0,0,0
"992","PainFromActivity","Do the activity alone",0,3,0,5,1,0,0,0,0,0,0
"993","PainFromActivity","Find social support in a pet",0,1,0,0,1,0,0,0,0,0,0
"994","PainFromActivity","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",2,4,1,1,2,2,0,0,0,1,0
"995","PainFromActivity","Keep my goal in mind",3,2,1,1,1,2,0,0,0,0,0
"996","PainFromActivity","Learn about health benefits of doing the behaviour",3,3,2,2,3,3,0,0,0,1,0
"997","PainFromActivity","Learn about the consequences this will have on my health",2,3,1,1,1,3,0,0,0,0,0
"998","PainFromActivity","Learn about the risks of not doing the behaviour",1,1,1,1,2,1,0,0,0,0,1
"999","PainFromActivity","Look up inspirational content, such as videos or posts, online",3,2,1,0,0,2,0,0,0,0,0
"1000","PainFromActivity","Make a commitment to myself to do this no matter what comes in my way!",1,3,1,1,2,1,0,0,0,3,0
"1001","PainFromActivity","Make a commitment to myself to really do this!",0,1,1,0,1,1,0,0,0,0,0
"1002","PainFromActivity","Make my goal public",0,0,0,0,1,0,0,0,0,0,0
"1003","PainFromActivity","Make sure to eat well before and after, and time your meals appropriately",4,3,4,3,5,2,0,0,0,0,0
"1004","PainFromActivity","Make sure to warm up sufficiently before the activity",6,3,3,2,3,1,0,0,0,0,0
"1005","PainFromActivity","Provide a positive consequence or reward for doing the activity",4,3,2,2,3,3,0,0,0,1,0
"1006","PainFromActivity","Put on music or a podcast",2,4,0,1,2,0,0,0,0,1,0
"1007","PainFromActivity","Remind myself of the positive effects doing this will have on my mental health",1,1,0,0,2,0,0,0,0,1,0
"1008","PainFromActivity","Remind myself of the positive effects doing this will have on my physical health",2,2,1,1,1,2,0,0,0,1,0
"1009","PainFromActivity","Remind myself of the positive effects this will have on me",2,2,1,1,1,1,0,0,0,1,0
"1010","PainFromActivity","Set an alarm",0,2,0,1,1,0,0,0,0,0,0
"1011","PainFromActivity","Set my material or equipment ready to use",0,0,0,0,1,8,0,0,0,0,0
"1012","PainFromActivity","Set suitable clothing ready to use",0,0,0,0,1,1,0,0,0,0,0
"1013","PainFromActivity","Shorten the duration of the activity",4,4,1,2,2,0,0,0,0,0,0
"1014","PainFromActivity","Take away distractions",2,3,1,2,2,2,0,0,0,0,0
"1015","PainFromActivity","Take breaks whenever needed",6,6,5,4,4,3,0,0,0,0,0
"1016","PainFromActivity","Take medication to help with the symptoms",6,2,3,3,3,2,0,0,0,0,2
"1017","PainFromActivity","Take pictures during the activity",1,1,0,0,2,0,0,0,0,1,0
"1018","PainFromActivity","Tell myself that you can do this, and think about why",1,1,0,2,1,1,0,0,0,1,0
"1019","PainFromActivity","Think about how I will feel tonight if I haven't managed to do this",0,0,0,0,1,0,3,0,0,1,0
"1020","PainFromActivity","Think about situations where I achieved similar goals",4,2,1,1,1,3,0,0,0,0,0
"1021","PainFromActivity","Use positive selftalk",2,4,1,1,0,1,0,0,0,0,0
"1022","PainFromActivity","Watch something during the activity",2,1,1,0,0,1,0,0,2,0,0
"1023","PersonCancels","Ask other people if they want to join",0,1,1,20,0,1,0,0,0,0,0
"1024","PersonCancels","Change the intensity of the activity",4,2,0,1,1,0,0,0,0,0,0
"1025","PersonCancels","Change what I am going to do",2,4,5,6,2,3,1,0,0,0,0
"1026","PersonCancels","Combine being active with something else I want to do",0,2,1,19,1,0,0,0,0,0,0
"1027","PersonCancels","Confirm that the gym / court / ... will be available",3,2,2,5,1,4,0,0,0,0,0
"1028","PersonCancels","Confirm with the other(s) that they will join",1,0,2,13,1,1,1,0,0,0,0
"1029","PersonCancels","Do the activity alone",1,2,0,20,1,1,0,1,0,0,0
"1030","PersonCancels","Find someone to help me with those practical barriers",0,1,0,5,1,2,0,1,0,0,0
"1031","PersonCancels","Find someone to provide you with instructions for the behaviour online, for example in a video or text",1,1,1,4,1,3,0,0,0,0,0
"1032","PersonCancels","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",1,1,2,19,2,1,0,0,0,0,0
"1033","PersonCancels","Keep my goal in mind",0,1,0,0,0,0,0,0,0,0,0
"1034","PersonCancels","Make a commitment to myself to do this no matter what comes in my way!",2,1,2,20,2,2,0,0,0,0,0
"1035","PersonCancels","Make a commitment to myself to really do this!",1,1,1,19,2,0,0,0,0,0,0
"1036","PersonCancels","Make my goal public",0,0,0,20,0,0,0,0,0,0,0
"1037","PersonCancels","Make sure to be visible",1,0,2,20,1,0,0,0,0,0,0
"1038","PersonCancels","Make sure to warm up sufficiently before the activity",2,2,2,20,2,2,0,0,0,0,0
"1039","PersonCancels","Provide a positive consequence or reward for doing the activity",1,0,1,21,1,0,0,0,0,0,0
"1040","PersonCancels","Put on music or a podcast",2,3,2,19,2,0,0,0,0,0,0
"1041","PersonCancels","Remind myself of the positive effects doing this will have on my physical health",0,1,1,1,0,0,0,0,0,0,0
"1042","PersonCancels","Remind myself of the positive social effects doing this will have",0,0,2,5,1,0,0,0,0,0,0
"1043","PersonCancels","Set my material or equipment ready to use",0,1,1,19,0,4,0,0,0,0,0
"1044","PersonCancels","Take a different path",1,0,3,20,1,0,0,0,0,0,0
"1045","PersonCancels","Take pictures during the activity",2,1,2,19,2,1,0,1,0,0,0
"1046","PersonCancels","Think about how I will feel tonight if I haven't managed to do this",0,2,0,2,0,0,0,0,0,0,0
"1047","PersonCancels","Watch something during the activity",2,2,2,19,1,0,0,0,0,0,0
"1048","Pollen","Call someone while doing the activity",1,4,20,1,1,0,1,0,0,0,0
"1049","Pollen","Change what I am going to do",4,5,20,1,3,0,0,0,0,0,0
"1050","Pollen","Check the weather in advance",2,2,21,1,3,0,0,0,0,0,0
"1051","Pollen","Combine being active with something else I want to do",1,3,19,3,2,1,0,0,0,0,0
"1052","Pollen","Divide the activity into shorter parts",3,2,20,0,2,1,0,0,0,0,0
"1053","Pollen","Do it at a different time today",1,7,20,2,1,0,1,0,0,0,0
"1054","Pollen","Do it indoors instead",2,4,18,1,2,1,0,0,0,0,0
"1055","Pollen","Do it somewhere else",1,7,20,2,1,0,2,0,0,0,0
"1056","Pollen","Find someone to provide you with the needed information, either online or offline",2,2,21,3,2,3,0,0,0,0,0
"1057","Pollen","Keep my goal in mind",2,4,21,2,4,2,0,0,0,0,0
"1058","Pollen","Keep track of my activity",1,2,21,1,1,0,0,0,0,0,0
"1059","Pollen","Learn about the consequences this will have on my health",2,2,20,0,1,0,0,0,0,0,0
"1060","Pollen","Make a commitment to myself to do this no matter what comes in my way!",3,4,21,4,3,1,0,0,0,0,0
"1061","Pollen","Make a commitment to myself to really do this!",3,6,19,3,3,0,1,0,0,0,0
"1062","Pollen","Make my goal public",1,3,21,4,2,0,0,0,0,0,0
"1063","Pollen","Make sure to be visible",1,1,21,1,2,1,0,0,0,0,0
"1064","Pollen","Make sure to get enough sleep before the activity",1,1,19,0,1,0,0,0,0,0,0
"1065","Pollen","Provide a positive consequence or reward for doing the activity",3,3,20,1,2,0,0,0,0,0,0
"1066","Pollen","Put on music or a podcast",2,5,20,1,3,2,0,0,0,0,0
"1067","Pollen","Put the material I will need within my sight as a visible reminder",1,2,20,0,0,7,1,0,0,0,0
"1068","Pollen","Remind myself of the positive effects doing this will have on my mental health",3,5,19,2,2,0,1,0,0,0,0
"1069","Pollen","Set an alarm",0,3,20,2,0,0,1,0,0,0,0
"1070","Pollen","Set my material or equipment ready to use",1,3,21,2,2,7,0,0,0,0,0
"1071","Pollen","Shorten the duration of the activity",6,9,20,2,3,0,1,0,0,0,1
"1072","Pollen","Start my day early enough to have time for the activity",1,3,19,0,1,0,0,0,0,0,0
"1073","Pollen","Take a different path",3,5,20,3,0,0,3,0,0,0,0
"1074","Pollen","Take away distractions",1,2,19,1,1,1,0,0,0,0,0
"1075","Pollen","Take pictures during the activity",1,3,20,1,1,0,1,0,0,0,0
"1076","Pollen","Use positive selftalk",2,4,20,3,3,1,0,0,0,0,0
"1077","Pollen","Watch something during the activity",1,6,20,0,2,1,0,0,0,0,0
"1078","Procrastinate","Ask other people if they want to join",2,7,3,4,2,0,0,0,0,0,0
"1079","Procrastinate","Ask someone to remind you of your activity",1,3,1,4,1,0,0,0,0,0,0
"1080","Procrastinate","Call someone while doing the activity",0,5,0,1,2,0,0,0,0,0,1
"1081","Procrastinate","Change what I am going to do",2,5,5,4,1,2,0,0,0,0,0
"1082","Procrastinate","Check the weather in advance",2,1,8,1,3,0,0,0,0,0,0
"1083","Procrastinate","Combine being active with something else I want to do",2,3,1,1,3,1,0,0,0,0,0
"1084","Procrastinate","Consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this",1,0,1,1,0,2,0,0,0,0,0
"1085","Procrastinate","Deal with my symptoms without medication, e.g. by massaging affected areas or using heat/cold",1,1,1,1,0,0,0,0,0,0,0
"1086","Procrastinate","Divide the activity into shorter parts",4,6,1,0,3,1,0,0,1,0,0
"1087","Procrastinate","Do it at a different time today",1,5,3,1,2,0,0,0,0,0,2
"1088","Procrastinate","Do it indoors instead",0,1,8,0,0,1,1,0,0,0,0
"1089","Procrastinate","Find social support in a pet",1,2,2,0,2,1,0,0,0,0,0
"1090","Procrastinate","Find someone to demonstrate the behaviour for you online, for example in a video",2,3,0,0,0,0,1,0,0,0,0
"1091","Procrastinate","Find someone to help me with those practical barriers",3,4,2,5,3,0,0,0,0,2,0
"1092","Procrastinate","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",0,4,0,1,1,0,0,0,0,0,0
"1093","Procrastinate","Keep my goal in mind",0,0,0,0,0,0,0,0,0,0,0
"1094","Procrastinate","Keep track of my activity",3,3,2,1,3,1,0,0,0,0,0
"1095","Procrastinate","Keep track of my activity using a device, such as a fitness tracker",2,2,0,0,1,0,0,0,1,0,0
"1096","Procrastinate","Learn about health benefits of doing the behaviour",1,0,0,0,1,0,0,0,0,0,0
"1097","Procrastinate","Learn about the consequences this will have on my health",4,3,3,3,4,4,0,0,0,0,0
"1098","Procrastinate","Learn about the consequences this will have on my mental health",1,4,0,0,1,0,0,0,0,1,0
"1099","Procrastinate","Learn about the risks of not doing the behaviour",4,3,3,3,4,4,0,0,0,0,0
"1100","Procrastinate","Look up inspirational content, such as videos or posts, online",1,2,1,1,2,1,0,0,1,1,0
"1101","Procrastinate","Make a commitment to myself to do this no matter what comes in my way!",2,4,2,2,2,1,0,0,0,1,0
"1102","Procrastinate","Make a commitment to myself to really do this!",2,3,1,1,2,0,0,0,0,0,0
"1103","Procrastinate","Make my goal public",3,3,2,2,2,2,0,0,0,0,0
"1104","Procrastinate","Make sure to eat well before and after, and time your meals appropriately",2,2,2,0,3,0,0,0,0,0,0
"1105","Procrastinate","Make sure to get enough sleep before the activity",2,0,0,0,0,0,0,0,0,0,0
"1106","Procrastinate","Make sure to warm up sufficiently before the activity",5,1,0,0,0,1,0,0,0,0,0
"1107","Procrastinate","Plan when I have to leave to have enough time",1,2,2,0,1,0,0,0,0,0,0
"1108","Procrastinate","Provide a positive consequence or reward for doing the activity",2,3,1,1,1,1,0,0,0,0,0
"1109","Procrastinate","Put a visible reminder, like a postit, somewhere where I will see it",0,2,1,0,0,0,0,0,0,0,3
"1110","Procrastinate","Put on music or a podcast",2,7,3,0,2,0,0,0,0,0,0
"1111","Procrastinate","Put the material I will need within my sight as a visible reminder",0,0,0,0,1,9,0,0,0,0,0
"1112","Procrastinate","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",0,1,0,0,0,0,0,0,0,0,0
"1113","Procrastinate","Remind myself of the positive effects doing this will have on my mental health",3,2,2,2,3,3,0,0,0,0,0
"1114","Procrastinate","Remind myself of the positive effects doing this will have on my physical health",4,3,3,3,4,4,0,0,0,0,0
"1115","Procrastinate","Remind myself of the positive effects this will have on me",4,3,3,3,4,3,0,0,0,0,0
"1116","Procrastinate","Remind myself of the positive social effects doing this will have",1,2,3,3,3,2,0,0,0,0,0
"1117","Procrastinate","Set an alarm",1,4,1,6,2,1,0,0,0,0,0
"1118","Procrastinate","Set my material or equipment ready to use",0,0,0,0,0,7,0,0,0,0,0
"1119","Procrastinate","Set suitable clothing ready to use",0,1,1,1,0,1,0,0,0,0,1
"1120","Procrastinate","Shorten the duration of the activity",4,6,4,1,3,2,0,0,0,0,0
"1121","Procrastinate","Start my day early enough to have time for the activity",1,1,0,2,1,1,0,0,0,0,0
"1122","Procrastinate","Take pictures during the activity",0,1,3,1,1,0,0,0,0,1,0
"1123","Procrastinate","Tell myself that you can do this, and think about why",0,0,0,0,1,0,0,0,0,0,0
"1124","Procrastinate","Think about how I will feel tonight if I haven't managed to do this",0,2,1,1,1,0,0,0,0,0,0
"1125","Procrastinate","Think about situations where I achieved similar goals",1,1,0,1,1,0,0,0,0,0,1
"1126","Procrastinate","Use positive selftalk",1,2,1,2,1,1,0,0,0,0,0
"1127","Procrastinate","Watch something during the activity",0,6,0,2,2,0,0,0,0,1,0
"1128","Rain","Call someone while doing the activity",0,2,22,3,0,0,0,0,0,0,0
"1129","Rain","Change what I am going to do",4,3,21,3,4,1,0,0,0,0,0
"1130","Rain","Check the weather in advance",1,2,19,2,0,1,0,0,0,0,0
"1131","Rain","Combine being active with something else I want to do",1,0,22,1,0,1,0,0,0,0,0
"1132","Rain","Divide the activity into shorter parts",1,0,22,0,0,0,0,0,0,0,0
"1133","Rain","Do it at a different time today",2,6,19,0,0,0,0,0,0,0,0
"1134","Rain","Do it indoors instead",0,4,21,3,0,1,0,0,0,0,0
"1135","Rain","Do it somewhere else",4,4,21,2,4,2,0,0,0,0,0
"1136","Rain","Find social support in a pet",4,2,20,1,2,0,0,0,0,0,0
"1137","Rain","Find someone to demonstrate the behaviour for you online, for example in a video",0,3,18,0,0,2,0,1,0,0,0
"1138","Rain","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",0,2,23,4,0,0,1,0,0,0,0
"1139","Rain","Keep my goal in mind",2,2,22,1,2,1,0,0,0,0,0
"1140","Rain","Learn about health benefits of doing the behaviour",2,2,18,1,1,0,0,0,0,0,0
"1141","Rain","Learn about the consequences this will have on my health",1,2,22,1,1,0,0,0,0,0,0
"1142","Rain","Learn about the consequences this will have on my mental health",0,2,17,0,0,1,0,0,0,0,1
"1143","Rain","Learn about the risks of not doing the behaviour",0,1,21,1,0,0,0,0,0,0,0
"1144","Rain","Make a commitment to myself to do this no matter what comes in my way!",1,1,19,1,0,0,0,0,0,0,0
"1145","Rain","Make a commitment to myself to really do this!",0,1,21,2,1,0,0,0,0,0,0
"1146","Rain","Make my goal public",0,2,18,2,0,0,0,0,0,0,0
"1147","Rain","Make sure to be visible",0,0,20,1,1,0,1,0,0,0,0
"1148","Rain","Plan how to get there",1,2,23,2,1,1,1,0,0,0,0
"1149","Rain","Provide a positive consequence or reward for doing the activity",2,2,22,2,1,1,0,2,0,0,0
"1150","Rain","Put on music or a podcast",0,3,22,1,0,0,1,0,0,0,0
"1151","Rain","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",2,1,21,0,1,1,0,0,0,0,0
"1152","Rain","Remind myself of the positive effects doing this will have on my mental health",2,2,22,1,1,0,1,0,0,0,0
"1153","Rain","Remind myself of the positive effects doing this will have on my physical health",1,1,21,0,1,0,0,0,0,0,0
"1154","Rain","Remind myself of the positive effects this will have on me",1,2,22,1,1,0,1,0,0,0,0
