"","ID_barrier","label_barrier","Instance_barrier","barrier_group","Instance_solution","ID_solution","label_solution","Category","Count_Always","Count_CC","Count_Never","Count_Total","Rel_Always","Rel_CC","Rel_Never","Relevance"
"1110","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","keep my goal in mind","BCIO:007141","advise to keep behaviour goal in mind","goal directed BCT",17,0,2,19,0.89,0,0.11,"relevant"
"1111","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","check the weather in advance","COPPER:4022","confirm suitable weather BCT","review behavioral plan",8,5,4,17,0.47,0.29,0.24,"irrelevant"
"1112","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","look up inspirational content, such as videos or posts, online","COPPER:4050","advise to use motivational content","goal directed BCT",9,1,7,17,0.53,0.06,0.41,"relevant"
"1113","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this","COPPER:4045","encourage caffeine consumption BCT","prepare for activity",3,2,15,20,0.15,0.1,0.75,"irrelevant"
"1114","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","think about situations where i achieved similar goals","BCIO:007239","prompt thinking related to successful performance BCT","goal directed BCT",17,2,1,20,0.85,0.1,0.05,"relevant"
"1115","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","put a visible reminder, like a postit, somewhere where i will see it","COPPER:4033","introduce visible reminder BCT","prepare for activity",11,4,5,20,0.55,0.2,0.25,"relevant"
"1116","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","remind myself of the positive effects this will have on me","BCIO:007068","increase salience of consequences BCT","social support, information and awareness",17,0,1,18,0.94,0,0.06,"relevant"
"1117","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","make sure to eat well before and after, and time your meals appropriately","COPPER:4046","appropriate nutrition BCT","prepare for activity",15,0,2,17,0.88,0,0.12,"irrelevant"
"1118","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",6,4,7,17,0.35,0.24,0.41,"relevant"
"1119","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","learn about the consequences this will have on my health","BCIO:007063","inform about health consequences BCT","social support, information and awareness",16,1,1,18,0.89,0.06,0.06,"relevant"
"1120","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","make a commitment to myself to do this no matter what comes in my way!","COPPER:4003","affirm commitment despite barriers BCT","goal directed BCT",16,3,2,21,0.76,0.14,0.1,"relevant"
"1121","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",8,5,6,19,0.42,0.26,0.32,"relevant"
"1122","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","start my day early enough to have time for the activity","COPPER:4017","start day early BCT","review behavioral plan",11,4,4,19,0.58,0.21,0.21,"irrelevant"
"1123","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","take pictures during the activity","COPPER:4002","plan inclusion of taking pictures BCT","goal directed BCT",4,3,10,17,0.24,0.18,0.59,"relevant"
"1124","COPPER:3034","procrastination tendency","i will procrastinate it","Capability","put the material i will need within my sight as a visible reminder","COPPER:4034","introduce visible material BCT","prepare for activity",7,8,3,18,0.39,0.44,0.17,"relevant"
"1125","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",13,3,3,19,0.68,0.16,0.16,"relevant"
"1126","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","put on music or a podcast","COPPER:4000","plan inclusion of audio media BCT","goal directed BCT",8,4,7,19,0.42,0.21,0.37,"relevant"
"1127","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","find someone who supports me in this, either online or offline, e.g. by encouraging me.","BCIO:007031","advise to seek emotional support BCT","social support, information and awareness",7,7,5,19,0.37,0.37,0.26,"relevant"
"1128","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions","BCIO:007134","conserve mental resources BCT","prepare for activity",7,4,8,19,0.37,0.21,0.42,"relevant"
"1129","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","call someone while doing the activity","BCIO:007016","advise goal integration","goal directed BCT",2,4,14,20,0.1,0.2,0.7,"relevant"
"1130","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","learn about the consequences this will have on my mental health","BCIO:007065","inform about emotional consequences BCT","social support, information and awareness",6,4,4,14,0.43,0.29,0.29,"relevant"
"1131","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","take a different path","COPPER:4012","take a path that is not dark if possible","review behavioral plan",3,11,6,20,0.15,0.55,0.3,"relevant"
"1132","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","think about situations where i achieved similar goals","BCIO:007239","prompt thinking related to successful performance BCT","goal directed BCT",8,1,5,14,0.57,0.07,0.36,"relevant"
"1133","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","watch something during the activity","COPPER:4001","plan inclusion of audiovisual media BCT","goal directed BCT",1,3,15,19,0.05,0.16,0.79,"relevant"
"1134","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","learn about the consequences this will have on my health","BCIO:007063","inform about health consequences BCT","social support, information and awareness",12,1,6,19,0.63,0.05,0.32,"relevant"
"1135","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","find someone to demonstrate the behaviour for you online, for example in a video","COPPER:4029","advice to seek demonstration of the behaviour online","social support, information and awareness",0,5,9,14,0,0.36,0.64,"irrelevant"
"1136","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","set my material or equipment ready to use","COPPER:4025","prepare required material BCT","prepare for activity",5,7,2,14,0.36,0.5,0.14,"relevant"
"1137","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",8,10,1,19,0.42,0.53,0.05,"relevant"
"1138","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","make sure to be visible","COPPER:4024","make self visible BCT","prepare for activity",4,4,11,19,0.21,0.21,0.58,"irrelevant"
"1139","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","remind myself of the positive effects doing this will have on my physical health","COPPER:4037","increase salience of health consequences BCT","social support, information and awareness",16,2,1,19,0.84,0.11,0.05,"relevant"
"1140","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","do it indoors instead","COPPER:4011","move indoors","review behavioral plan",13,6,0,19,0.68,0.32,0,"relevant"
"1141","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","think about how i will feel tonight if i haven't managed to do this","BCIO:007067","induce anticipated regret BCT","social support, information and awareness",14,3,2,19,0.74,0.16,0.11,"relevant"
"1142","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","remind myself of the positive social effects doing this will have","COPPER:4039","increase salience of social consequences BCT","social support, information and awareness",10,4,5,19,0.53,0.21,0.26,"relevant"
"1143","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","set suitable clothing ready to use","COPPER:4026","prepare suitable clothing BCT","prepare for activity",11,5,3,19,0.58,0.26,0.16,"relevant"
"1144","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","combine being active with something else i want to do","BCIO:007016","advise goal integration","goal directed BCT",6,6,8,20,0.3,0.3,0.4,"relevant"
"1145","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","do it somewhere else","COPPER:4010","review plan (other location) BCT","review behavioral plan",6,13,0,19,0.32,0.68,0,"relevant"
"1146","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","take breaks whenever needed","COPPER:4042","advice to take breaks BCT","prepare for activity",9,3,7,19,0.47,0.16,0.37,"relevant"
"1147","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","check the weather in advance","COPPER:4022","confirm suitable weather BCT","review behavioral plan",9,3,2,14,0.64,0.21,0.14,"relevant"
"1148","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","learn about the risks of not doing the behaviour","COPPER:4035","inform about health risks BCT","social support, information and awareness",9,2,8,19,0.47,0.11,0.42,"relevant"
"1149","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",0,4,10,14,0,0.29,0.71,"relevant"
"1150","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","provide a positive consequence or reward for doing the activity","BCIO:007252","provide positive consequence for behaviour BCT","goal directed BCT",11,5,3,19,0.58,0.26,0.16,"relevant"
"1151","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","remind myself of the positive effects this will have on me","BCIO:007068","increase salience of consequences BCT","social support, information and awareness",13,3,3,19,0.68,0.16,0.16,"relevant"
"1152","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","start my day early enough to have time for the activity","COPPER:4017","start day early BCT","review behavioral plan",4,5,5,14,0.29,0.36,0.36,"relevant"
"1153","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","remind myself of the positive effects doing this will have on my mental health","COPPER:4038","increase salience of emotional consequences BCT","social support, information and awareness",13,3,3,19,0.68,0.16,0.16,"relevant"
"1154","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",7,5,8,20,0.35,0.25,0.4,"relevant"
"1155","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",9,10,1,20,0.45,0.5,0.05,"relevant"
"1156","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","take away distractions","BCIO:007284","reduce distraction BCT","prepare for activity",10,2,8,20,0.5,0.1,0.4,"irrelevant"
"1157","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","tell myself that you can do this, and think about why","BCIO:007137","persuade about personal capability BCT","goal directed BCT",16,4,0,20,0.8,0.2,0,"relevant"
"1158","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","do it at a different time today","COPPER:4005","adapt starting time BCT","review behavioral plan",3,9,2,14,0.21,0.64,0.14,"relevant"
"1159","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","plan how to get there","COPPER:4019","plan transport BCT","review behavioral plan",8,6,5,19,0.42,0.32,0.26,"irrelevant"
"1160","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","keep my goal in mind","BCIO:007141","advise to keep behaviour goal in mind","goal directed BCT",16,3,1,20,0.8,0.15,0.05,"relevant"
"1161","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","find social support in a pet","COPPER:4027","advise to seek emotional support from a pet BCT","social support, information and awareness",5,5,9,19,0.26,0.26,0.47,"relevant"
"1162","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","make a commitment to myself to do this no matter what comes in my way!","COPPER:4003","affirm commitment despite barriers BCT","goal directed BCT",6,5,3,14,0.43,0.36,0.21,"relevant"
"1163","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","learn about health benefits of doing the behaviour","COPPER:4036","inform about health benefits BCT","social support, information and awareness",6,2,6,14,0.43,0.14,0.43,"relevant"
"1164","COPPER:3022","sufficient lack of precipitation","it is raining / snowing","Behavioral opportunity","take pictures during the activity","COPPER:4002","plan inclusion of taking pictures BCT","goal directed BCT",1,6,13,20,0.05,0.3,0.65,"relevant"
"1165","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","set suitable clothing ready to use","COPPER:4026","prepare suitable clothing BCT","prepare for activity",8,5,4,17,0.47,0.29,0.24,"relevant"
"1166","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","ask other people if they want to join","COPPER:4014","add company BCT","review behavioral plan",4,10,7,21,0.19,0.48,0.33,"relevant"
"1167","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",3,2,15,20,0.15,0.1,0.75,"irrelevant"
"1168","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","make sure to get enough sleep before the activity","COPPER:4049","appropriate sleep BCT","prepare for activity",13,2,6,21,0.62,0.1,0.29,"relevant"
"1169","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","find someone who supports me in this, either online or offline, e.g. by encouraging me.","BCIO:007031","advise to seek emotional support BCT","social support, information and awareness",14,3,3,20,0.7,0.15,0.15,"relevant"
"1170","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","plan how to get there","COPPER:4019","plan transport BCT","review behavioral plan",9,1,11,21,0.43,0.05,0.52,"irrelevant"
"1171","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","make sure to warm up sufficiently before the activity","COPPER:4047","warm up BCT","prepare for activity",9,4,4,17,0.53,0.24,0.24,"irrelevant"
"1172","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","think about situations where i achieved similar goals","BCIO:007239","prompt thinking related to successful performance BCT","goal directed BCT",10,5,2,17,0.59,0.29,0.12,"relevant"
"1173","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions","BCIO:007134","conserve mental resources BCT","prepare for activity",10,3,4,17,0.59,0.18,0.24,"relevant"
"1174","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","tell myself that you can do this, and think about why","BCIO:007137","persuade about personal capability BCT","goal directed BCT",18,2,1,21,0.86,0.1,0.05,"relevant"
"1175","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","put the material i will need within my sight as a visible reminder","COPPER:4034","introduce visible material BCT","prepare for activity",7,2,12,21,0.33,0.1,0.57,"irrelevant"
"1176","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","watch something during the activity","COPPER:4001","plan inclusion of audiovisual media BCT","goal directed BCT",5,4,11,20,0.25,0.2,0.55,"irrelevant"
"1177","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","take a different path","COPPER:4012","take a path that is not dark if possible","review behavioral plan",3,8,5,16,0.19,0.5,0.31,"irrelevant"
"1178","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","adjust the intensity of the activity according to your needs","COPPER:4041","advice to pace activity BCT","prepare for activity",14,4,3,21,0.67,0.19,0.14,"relevant"
"1179","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","keep track of my activity using a device, such as a fitness tracker","COPPER:4043","monitor behaviour passively BCT","goal directed BCT",10,2,8,20,0.5,0.1,0.4,"relevant"
"1180","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",15,0,1,16,0.94,0,0.06,"irrelevant"
"1181","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","find someone to provide you with instructions for the behaviour online, for example in a video or text","COPPER:4030","advice to seek instructions for the behaviour online","social support, information and awareness",14,3,3,20,0.7,0.15,0.15,"relevant"
"1182","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","look up inspirational content, such as videos or posts, online","COPPER:4050","advise to use motivational content","goal directed BCT",14,1,6,21,0.67,0.05,0.29,"relevant"
"1183","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","use positive selftalk","BCIO:007140","prompt self-talk BCT","goal directed BCT",14,3,3,20,0.7,0.15,0.15,"relevant"
"1184","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","combine being active with something else i want to do","BCIO:007016","advise goal integration","goal directed BCT",9,6,5,20,0.45,0.3,0.25,"irrelevant"
"1185","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","find social support in a pet","COPPER:4027","advise to seek emotional support from a pet BCT","social support, information and awareness",3,6,12,21,0.14,0.29,0.57,"relevant"
"1186","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","keep track of my activity","BCIO:007017","monitoring BCT","goal directed BCT",13,1,6,20,0.65,0.05,0.3,"relevant"
"1187","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","take breaks whenever needed","COPPER:4042","advice to take breaks BCT","prepare for activity",16,1,4,21,0.76,0.05,0.19,"relevant"
"1188","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","change the intensity of the activity","COPPER:4009","adapt intensity BCT","review behavioral plan",11,7,2,20,0.55,0.35,0.1,"relevant"
"1189","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",10,5,5,20,0.5,0.25,0.25,"relevant"
"1190","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","find someone to demonstrate the behaviour for you online, for example in a video","COPPER:4029","advice to seek demonstration of the behaviour online","social support, information and awareness",6,5,6,17,0.35,0.29,0.35,"relevant"
"1191","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","find someone to help me with those practical barriers","BCIO:007030","advise to seek instrumental support BCT","social support, information and awareness",9,6,6,21,0.43,0.29,0.29,"relevant"
"1192","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",3,9,5,17,0.18,0.53,0.29,"relevant"
"1193","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",3,9,5,17,0.18,0.53,0.29,"relevant"
"1194","BCIO:006154","self-efficacy belief for a behaviour","i won't feel confident that i can do it","Motivation, beliefs and goal conflict","set my material or equipment ready to use","COPPER:4025","prepare required material BCT","prepare for activity",7,4,6,17,0.41,0.24,0.35,"relevant"
"1195","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","start my day early enough to have time for the activity","COPPER:4017","start day early BCT","review behavioral plan",7,3,9,19,0.37,0.16,0.47,"relevant"
"1196","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","take pictures during the activity","COPPER:4002","plan inclusion of taking pictures BCT","goal directed BCT",1,3,15,19,0.05,0.16,0.79,"relevant"
"1197","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","combine being active with something else i want to do","BCIO:007016","advise goal integration","goal directed BCT",2,7,10,19,0.11,0.37,0.53,"relevant"
"1198","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","take breaks whenever needed","COPPER:4042","advice to take breaks BCT","prepare for activity",7,7,5,19,0.37,0.37,0.26,"irrelevant"
"1199","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","set suitable clothing ready to use","COPPER:4026","prepare suitable clothing BCT","prepare for activity",14,5,0,19,0.74,0.26,0,"relevant"
"1200","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","find someone to help me with those practical barriers","BCIO:007030","advise to seek instrumental support BCT","social support, information and awareness",3,9,7,19,0.16,0.47,0.37,"relevant"
"1201","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","tell myself that you can do this, and think about why","BCIO:007137","persuade about personal capability BCT","goal directed BCT",7,4,8,19,0.37,0.21,0.42,"relevant"
"1202","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","call someone while doing the activity","BCIO:007016","advise goal integration","goal directed BCT",0,3,16,19,0,0.16,0.84,"relevant"
"1203","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",8,4,7,19,0.42,0.21,0.37,"relevant"
"1204","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",9,8,2,19,0.47,0.42,0.11,"relevant"
"1205","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","set my material or equipment ready to use","COPPER:4025","prepare required material BCT","prepare for activity",6,6,6,18,0.33,0.33,0.33,"relevant"
"1206","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","provide a positive consequence or reward for doing the activity","BCIO:007252","provide positive consequence for behaviour BCT","goal directed BCT",8,4,7,19,0.42,0.21,0.37,"relevant"
"1207","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","think about situations where i achieved similar goals","BCIO:007239","prompt thinking related to successful performance BCT","goal directed BCT",9,3,7,19,0.47,0.16,0.37,"relevant"
"1208","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",0,5,14,19,0,0.26,0.74,"relevant"
"1209","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","confirm with the other(s) that they will join","COPPER:4021","confirm others' commitment BCT","review behavioral plan",2,10,6,18,0.11,0.56,0.33,"irrelevant"
"1210","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","find someone who supports me in this, either online or offline, e.g. by encouraging me.","BCIO:007031","advise to seek emotional support BCT","social support, information and awareness",2,6,11,19,0.11,0.32,0.58,"relevant"
"1211","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","do it at a different time today","COPPER:4005","adapt starting time BCT","review behavioral plan",9,7,3,19,0.47,0.37,0.16,"relevant"
"1212","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","keep my goal in mind","BCIO:007141","advise to keep behaviour goal in mind","goal directed BCT",10,4,4,18,0.56,0.22,0.22,"relevant"
"1213","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","take a different path","COPPER:4012","take a path that is not dark if possible","review behavioral plan",7,11,1,19,0.37,0.58,0.05,"relevant"
"1214","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","take medication to help with the symptoms","COPPER:4044","encourage short term pharmacological support BCT","prepare for activity",0,2,17,19,0,0.11,0.89,"irrelevant"
"1215","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","use positive selftalk","BCIO:007140","prompt self-talk BCT","goal directed BCT",8,4,7,19,0.42,0.21,0.37,"relevant"
"1216","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","put on music or a podcast","COPPER:4000","plan inclusion of audio media BCT","goal directed BCT",2,3,14,19,0.11,0.16,0.74,"relevant"
"1217","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","check the weather in advance","COPPER:4022","confirm suitable weather BCT","review behavioral plan",11,7,1,19,0.58,0.37,0.05,"relevant"
"1218","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","do it indoors instead","COPPER:4011","move indoors","review behavioral plan",12,5,1,18,0.67,0.28,0.06,"relevant"
"1219","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","watch something during the activity","COPPER:4001","plan inclusion of audiovisual media BCT","goal directed BCT",1,3,15,19,0.05,0.16,0.79,"relevant"
"1220","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",7,9,3,19,0.37,0.47,0.16,"irrelevant"
"1221","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","find social support in a pet","COPPER:4027","advise to seek emotional support from a pet BCT","social support, information and awareness",0,4,14,18,0,0.22,0.78,"relevant"
"1222","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","look up inspirational content, such as videos or posts, online","COPPER:4050","advise to use motivational content","goal directed BCT",3,2,14,19,0.16,0.11,0.74,"relevant"
"1223","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","make a commitment to myself to do this no matter what comes in my way!","COPPER:4003","affirm commitment despite barriers BCT","goal directed BCT",12,2,5,19,0.63,0.11,0.26,"relevant"
"1224","COPPER:3016","appropriate ground conditions","the ground is slippery / muddy","Behavioral opportunity","do it somewhere else","COPPER:4010","review plan (other location) BCT","review behavioral plan",11,5,3,19,0.58,0.26,0.16,"relevant"
"1225","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","make sure to warm up sufficiently before the activity","COPPER:4047","warm up BCT","prepare for activity",8,0,13,21,0.38,0,0.62,"irrelevant"
"1226","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","take breaks whenever needed","COPPER:4042","advice to take breaks BCT","prepare for activity",10,4,8,22,0.45,0.18,0.36,"irrelevant"
"1227","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","remind myself of the positive social effects doing this will have","COPPER:4039","increase salience of social consequences BCT","social support, information and awareness",10,3,9,22,0.45,0.14,0.41,"relevant"
"1228","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",5,8,9,22,0.23,0.36,0.41,"relevant"
"1229","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","check the weather in advance","COPPER:4022","confirm suitable weather BCT","review behavioral plan",1,8,12,21,0.05,0.38,0.57,"irrelevant"
"1230","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","plan how to get there","COPPER:4019","plan transport BCT","review behavioral plan",7,3,12,22,0.32,0.14,0.55,"irrelevant"
"1231","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","learn about the consequences this will have on my health","BCIO:007063","inform about health consequences BCT","social support, information and awareness",11,2,9,22,0.5,0.09,0.41,"relevant"
"1232","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","keep my goal in mind","BCIO:007141","advise to keep behaviour goal in mind","goal directed BCT",19,1,1,21,0.9,0.05,0.05,"irrelevant"
